datetime_UTC,longitude,latitude,water_level,quality_water_level
2022-01-04T21:06:10.000000,0.912132,55.339945,-0.144,0
2022-01-04T21:06:11.000000,0.88051,55.397247,-0.188,0
2022-01-04T21:06:12.000000,0.848809,55.454542,-0.158,0
2022-01-04T21:06:13.000000,0.817028,55.51183,-0.176,0
2022-01-04T21:06:14.000000,0.785167,55.569112,-0.26,0
2022-01-04T21:06:15.000000,0.753225,55.626387,-0.31,0
2022-01-04T21:06:16.000000,0.721202,55.683655,-0.284,0
2022-01-04T21:06:17.000000,0.689098,55.740916,-0.315,0
2022-01-04T21:06:18.000000,0.656912,55.79817,-0.363,0
2022-01-04T21:06:19.000000,0.624643,55.855417,-0.373,0
2022-01-04T21:06:20.000000,0.592293,55.912657,-0.419,0
2022-01-04T21:06:21.000000,0.559859,55.96989,-0.511,0
2022-01-05T10:52:51.000000,-0.24156,55.931223,-0.781,0
2022-01-05T10:52:52.000000,-0.273936,55.873988,-0.838,0
2022-01-05T10:52:53.000000,-0.30623,55.816746,-0.826,0
2022-01-05T10:52:54.000000,-0.338441,55.759498,-0.812,0
2022-01-05T10:52:55.000000,-0.37057,55.702242,-0.844,0
2022-01-05T10:52:56.000000,-0.402618,55.644979,-0.861,0
2022-01-05T10:52:57.000000,-0.434585,55.58771,-0.88,0
2022-01-05T10:52:58.000000,-0.466471,55.530433,-0.925,0
2022-01-05T10:52:59.000000,-0.498277,55.47315,-0.9,0
2022-01-05T10:53:00.000000,-0.530002,55.41586,-0.95,0
2022-01-05T10:53:01.000000,-0.561648,55.358563,-1.016,0
2022-01-05T10:53:02.000000,-0.593215,55.30126,-0.978,0
2022-01-05T10:53:03.000000,-0.624704,55.24395,-1.027,0
2022-01-05T10:53:04.000000,-0.656113,55.186633,-1.042,0
2022-01-05T10:53:05.000000,-0.687445,55.129309,-1.066,0
2022-01-05T10:53:06.000000,-0.718699,55.071979,-1.112,0
2022-01-05T10:53:07.000000,-0.749876,55.014642,-1.168,0
2022-01-05T10:53:08.000000,-0.780976,54.957299,-1.165,0
2022-01-05T10:53:09.000000,-0.812,54.899949,-1.195,0
2022-01-05T10:53:10.000000,-0.842948,54.842593,-1.26,0
2022-01-05T10:53:11.000000,-0.873819,54.78523,-1.238,0
2022-01-05T10:53:12.000000,-0.904616,54.727861,-1.291,0
2022-01-05T10:53:13.000000,-0.935337,54.670486,-1.327,0
2022-01-05T10:53:14.000000,-0.965984,54.613104,-1.373,1
2022-01-05T20:39:34.000000,8.227425,53.900177,0.038,1
2022-01-05T20:39:35.000000,8.197677,53.957638,0.068,0
2022-01-05T20:39:36.000000,8.167859,54.015093,0.024,0
2022-01-05T20:39:37.000000,8.137971,54.072542,0.085,0
2022-01-05T20:39:38.000000,8.108011,54.129986,0.116,0
2022-01-05T20:39:39.000000,8.07798,54.187423,0.124,0
2022-01-05T20:39:40.000000,8.047878,54.244853,0.066,0
2022-01-05T20:39:41.000000,8.017703,54.302278,0.125,0
2022-01-05T20:39:42.000000,7.987456,54.359696,0.169,0
2022-01-05T20:39:43.000000,7.957136,54.417109,0.173,0
2022-01-05T20:39:44.000000,7.926743,54.474515,0.174,0
2022-01-05T20:39:45.000000,7.896277,54.531914,0.183,0
2022-01-05T20:39:46.000000,7.865737,54.589308,0.198,0
2022-01-05T20:39:47.000000,7.835123,54.646695,0.184,0
2022-01-05T20:39:48.000000,7.804434,54.704075,0.212,0
2022-01-05T20:39:49.000000,7.773671,54.761449,0.228,0
2022-01-05T20:39:50.000000,7.742832,54.818817,0.253,0
2022-01-05T20:39:51.000000,7.711917,54.876179,0.269,0
2022-01-05T20:39:52.000000,7.680927,54.933533,0.297,0
2022-01-05T20:39:53.000000,7.64986,54.990882,0.328,0
2022-01-05T20:39:54.000000,7.618717,55.048224,0.337,0
2022-01-05T20:39:55.000000,7.587496,55.105559,0.336,0
2022-01-05T20:39:56.000000,7.556198,55.162887,0.3,0
2022-01-05T20:39:57.000000,7.524822,55.220209,0.353,0
2022-01-05T20:39:58.000000,7.493368,55.277525,0.331,0
2022-01-05T20:39:59.000000,7.461836,55.334833,0.355,0
2022-01-05T20:40:00.000000,7.430224,55.392135,0.406,0
2022-01-05T20:40:01.000000,7.398533,55.44943,0.411,0
2022-01-05T20:40:02.000000,7.366762,55.506719,0.465,0
2022-01-05T20:40:03.000000,7.334911,55.564,0.422,0
2022-01-05T20:40:04.000000,7.30298,55.621275,0.449,0
2022-01-05T20:40:05.000000,7.270967,55.678543,0.447,0
2022-01-05T20:40:06.000000,7.238873,55.735804,0.476,0
2022-01-05T20:40:07.000000,7.206698,55.793058,0.426,0
2022-01-05T20:40:08.000000,7.17444,55.850305,0.412,0
2022-01-05T20:40:09.000000,7.1421,55.907545,0.441,0
2022-01-05T20:40:10.000000,7.109676,55.964778,0.433,0
2022-01-06T10:26:40.000000,6.307476,55.938338,0.202,0
2022-01-06T10:26:41.000000,6.275091,55.881104,0.235,0
2022-01-06T10:26:42.000000,6.242789,55.823863,0.205,0
2022-01-06T10:26:43.000000,6.210569,55.766615,0.203,0
2022-01-06T10:26:44.000000,6.178431,55.70936,0.23,0
2022-01-06T10:26:45.000000,6.146374,55.652098,0.237,0
2022-01-06T10:26:46.000000,6.114399,55.594829,0.212,0
2022-01-06T10:26:47.000000,6.082505,55.537553,0.198,0
2022-01-06T10:26:48.000000,6.050691,55.480271,0.226,0
2022-01-06T10:26:49.000000,6.018957,55.422982,0.212,0
2022-01-06T10:26:50.000000,5.987302,55.365686,0.202,0
2022-01-06T10:26:51.000000,5.955727,55.308383,0.199,0
2022-01-06T10:26:52.000000,5.92423,55.251073,0.237,0
2022-01-06T10:26:53.000000,5.892812,55.193757,0.259,0
2022-01-06T10:26:54.000000,5.861472,55.136434,0.26,0
2022-01-06T10:26:55.000000,5.83021,55.079105,0.287,0
2022-01-06T10:26:56.000000,5.799025,55.021769,0.293,0
2022-01-06T10:26:57.000000,5.767917,54.964426,0.327,0
2022-01-06T10:26:58.000000,5.736885,54.907077,0.323,0
2022-01-06T10:26:59.000000,5.70593,54.849722,0.352,0
2022-01-06T10:27:00.000000,5.67505,54.79236,0.378,0
2022-01-06T10:27:01.000000,5.644246,54.734991,0.371,0
2022-01-06T10:27:02.000000,5.613516,54.677616,0.413,0
2022-01-06T10:27:03.000000,5.582862,54.620235,0.423,0
2022-01-06T10:27:04.000000,5.552282,54.562847,0.437,0
2022-01-06T10:27:05.000000,5.521776,54.505453,0.488,0
2022-01-06T10:27:06.000000,5.491343,54.448053,0.526,0
2022-01-06T10:27:07.000000,5.460984,54.390646,0.529,0
2022-01-06T10:27:08.000000,5.430697,54.333233,0.538,0
2022-01-06T10:27:09.000000,5.400484,54.275814,0.546,0
2022-01-06T10:27:10.000000,5.370342,54.218389,0.564,0
2022-01-06T10:27:11.000000,5.340272,54.160958,0.585,0
2022-01-06T10:27:12.000000,5.310274,54.10352,0.608,0
2022-01-06T10:27:13.000000,5.280347,54.046077,0.628,0
2022-01-06T10:27:14.000000,5.250491,53.988627,0.641,0
2022-01-06T10:27:15.000000,5.220705,53.931171,0.684,0
2022-01-06T10:27:16.000000,5.19099,53.873709,0.718,0
2022-01-06T10:27:17.000000,5.161344,53.816241,0.731,0
2022-01-06T10:27:18.000000,5.131768,53.758767,0.715,0
2022-01-06T10:27:19.000000,5.102261,53.701288,0.743,0
2022-01-06T10:27:20.000000,5.072823,53.643802,0.75,0
2022-01-06T10:27:21.000000,5.043454,53.58631,0.732,0
2022-01-06T10:27:22.000000,5.014153,53.528813,0.738,0
2022-01-06T10:27:23.000000,4.984919,53.471309,0.76,0
2022-01-06T10:27:24.000000,4.955753,53.4138,0.807,0
2022-01-06T10:27:25.000000,4.926655,53.356285,0.779,0
2022-01-07T21:27:00.000000,-1.95286,49.746105,1.032,1
2022-01-07T21:27:01.000000,-1.978308,49.803944,1.199,0
2022-01-07T21:27:02.000000,-2.003807,49.861778,1.135,0
2022-01-07T21:27:03.000000,-2.029357,49.919608,1.106,0
2022-01-07T21:27:04.000000,-2.054958,49.977434,1.109,0
2022-01-07T21:27:05.000000,-2.08061,50.035254,0.985,0
2022-01-07T21:27:06.000000,-2.106314,50.09307,0.935,0
2022-01-07T21:27:07.000000,-2.13207,50.150882,0.929,0
2022-01-07T21:27:08.000000,-2.157878,50.208689,0.899,0
2022-01-07T21:27:09.000000,-2.183738,50.266491,0.927,0
2022-01-07T21:27:10.000000,-2.209651,50.324288,0.911,0
2022-01-07T21:27:11.000000,-2.235616,50.382081,0.904,0
2022-01-07T21:27:12.000000,-2.261634,50.439869,0.885,0
2022-01-07T21:27:13.000000,-2.287706,50.497653,0.816,0
2022-01-07T21:27:14.000000,-2.313831,50.555431,0.803,1
2022-01-08T21:01:25.000000,3.653358,51.801598,0.351,0
2022-01-08T21:01:26.000000,3.625961,51.859265,0.291,0
2022-01-08T21:01:27.000000,3.598505,51.916926,0.266,0
2022-01-08T21:01:28.000000,3.570989,51.974583,0.27,0
2022-01-08T21:01:29.000000,3.543414,52.032234,0.26,0
2022-01-08T21:01:30.000000,3.515778,52.08988,0.237,0
2022-01-08T21:01:31.000000,3.488081,52.147521,0.236,0
2022-01-08T21:01:32.000000,3.460324,52.205156,0.202,0
2022-01-08T21:01:33.000000,3.432506,52.262786,0.23,0
2022-01-08T21:01:34.000000,3.404627,52.320411,0.246,0
2022-01-08T21:01:35.000000,3.376686,52.37803,0.261,0
